FehlerKat.;Techn. Platz;Tech.Identnr.;Beschreibung;Verantw.ArbPl.;Meldungsdatum;Meldungszeit;StörBeginn;StörungsBegZt;Störungsende;StörungsEndZt;Meldung;Auftrag;Aktionenbezeichnung;Aktionstext;Codierung Text;Fehlerart Gruppe;Fehlerart Code;Fehlerart Text;Ursache Gruppe;Ursache Code;Ursache Text
C;01-9000-2-001-01;HNSA502/1;Depot Eiger, Steuerbereich 1 ausgefallen;A474;23.01.2018;15:11:45;23.01.2018;15:14:38;23.01.2018;17:00:00;2243692;;;;;5;7;Unterbruch;2;2;Technische Störung
C;01-9001-2-001-01;HNSA600/1;BHS Depot Eigerplatz;A474;23.01.2018;07:15:55;22.01.2018;19:00:00;22.01.2018;20:00:00;2243655;213395;Weitere Aktionen;Fehlersuche und einschalten der Anlage;;6;7;Fehlbedienung;2;2;Technische Störung
C;03-0101-091-01-2;;Depot Servicetrakt kein Strom;A474;22.01.2018;17:00:12;22.01.2018;19:00:00;22.01.2018;20:00:00;2243623;213394;Eingestellt;Fehler gelöschtv und Anlage eingeschalte;;6;7;Fehlbedienung;2;4;Fehlmanipulation
C;01-0340-2-001-01;W1014;Weiche 1014 schwarz,.;A474;22.01.2018;07:13:18;22.01.2018;07:44:05;22.01.2018;17:00:00;2243560;;;;;7;2;Kein Block;2;2;Technische Störung
X;01-9000-2-001-01;HNSA502/1;Anpassung Weichenheizung DBo;A474;22.01.2018;07:36:12;22.01.2018;07:37:32;;00:00:00;2243561;213388;;;;5;7;Unterbruch;;;
C;01-0340-2-001-01;W1016;Weiche1016 muss von Hand gestellt werden;A474;21.01.2018;14:00:45;22.01.2018;06:41:40;;00:00:00;2243542;213386;;;;7;3;Von Hand gestellt;2;2;Technische Störung
C;01-0340-2-001-01;W1014;Weiche Bundesgasse 1014 schwarz;A474;21.01.2018;06:30:17;22.01.2018;06:41:42;;00:00:00;2243522;213385;;;;7;4;Keine Endlage;2;2;Technische Störung
C;01-0340-2-001-01;W1010;W1009+1010 HIGR KS dunkel;A474;18.01.2018;06:06:53;18.01.2018;06:37:44;;00:00:00;2243270;213387;;;;7;7;Unbekannter Fehler;2;2;Technische Störung
C;03-0101-029-05;W2902;Wylerweiche defekt;A474;18.01.2018;07:19:21;17.01.2018;12:30:00;17.01.2018;15:00:00;2243283;213383;;;;6;4;Elektrische Störung;2;2;Technische Störung
C;03-0101-090-13;;Notaustaster defekt;A474;17.01.2018;07:24:03;01.01.2018;07:00:00;16.01.2018;12:00:00;2243222;213378;;;;6;7;Fehlbedienung;2;2;Technische Störung
B;01-0340-2-001-01;W1016;Weiche Hgr kann nicht Richtung Wabern ge;A474;17.01.2018;07:46:22;17.01.2018;07:55:30;17.01.2018;09:00:00;2243224;213379;;;;7;7;Unbekannter Fehler;2;2;Technische Störung
C;03-0101-029-05;W2902;Weiche Wyler;A474;17.01.2018;11:23:17;17.01.2018;11:51:54;17.01.2018;15:00:00;2243244;213384;;;;6;4;Elektrische Störung;2;2;Technische Störung
B;03-0101-010-03-1;ST1002;Streckentrenner hängt herunter;A474;17.01.2018;07:10:12;16.01.2018;10:00:00;16.01.2018;11:00:00;2243217;213377;;;;6;2;Fahrleitungsschaden;2;9;Materialermüdung
C;01-0340-2-001-01;W1016;Weiche 1016,Weichelicht schwarz;A474;16.01.2018;14:59:01;16.01.2018;15:22:28;16.01.2018;23:00:00;2243183;213376;;;;7;7;Unbekannter Fehler;2;2;Technische Störung
C;01-0340-2-001-01;W1016;Weiche 1016 bleibr hängen;A474;16.01.2018;16:56:29;17.01.2018;06:36:55;17.01.2018;07:00:00;2243200;;;;;7;1;Block nicht gelöscht;2;2;Technische Störung
C;01-9000-2-001-01;HNSA502/1;DBo Tor 6 schliesst nicht;A474;16.01.2018;06:56:02;15.01.2018;07:00:00;15.01.2018;17:00:00;2243050;213373;;;;7;6;Ausserhalb Toleranz;2;2;Technische Störung
C;01-0303-2-001-01;W5101;W 5101 steht Richtung Depot.;A474;15.01.2018;06:42:11;15.01.2018;06:51:41;15.01.2018;08:00:00;2242757;;;;;7;3;Von Hand gestellt;2;2;Technische Störung
C;01-0340-2-001-01;HNP1000;Weichenlicht W1000 dunkel;A474;15.01.2018;08:12:55;14.01.2018;09:00:00;14.01.2018;10:00:00;2242762;213173;;;;7;5;Verschmutzt;2;2;Technische Störung
C;01-0339-2-001-01;W0190;Weiche 190 reagiert nicht;A474;13.01.2018;05:24:44;15.01.2018;06:44:37;;00:00:00;2242670;213172;;;;7;7;Unbekannter Fehler;2;2;Technische Störung
X;03-0101-003-01-1;;1 Paar Schuhe hängen am Querdraht zur FL;A474;12.01.2018;13:56:54;12.01.2018;14:00:00;12.01.2018;15:00:00;2242641;213171;;;;6;8;sonstiges;2;6;Drittverschulden
X;03-0101-021-01-1;;Raureif Taste benutzt;A474;10.01.2018;06:04:01;10.01.2018;06:47:26;10.01.2018;06:47:28;2242494;;Weitere Aktionen;Keine Aktion;;5;17;unbekannter Fehler;2;5;Höhere Gewalt
C;01-0339-2-001-01;W0190;Weiche 190 von Hand gestellt;A474;10.01.2018;06:39:29;10.01.2018;06:42:55;;00:00:00;2242500;;;;;7;3;Von Hand gestellt;2;2;Technische Störung
C;03-0101-026-01-2;;Rechtes Führungsseil gerissen;A474;09.01.2018;11:26:29;09.01.2018;06:30:00;09.01.2018;12:00:00;2242458;213165;;;;6;2;Fahrleitungsschaden;2;6;Drittverschulden
C;01-0303-2-001-01;W5101;Weiche 5101 stellt von selbst;A474;09.01.2018;14:09:56;09.01.2018;14:00:00;09.01.2018;15:00:00;2242472;213166;Kontrolliert;Alles i.O;;7;7;Unbekannter Fehler;2;2;Technische Störung
C;01-0340-2-001-01;HNP1016;Weiche 1014 schwarz.;A474;09.01.2018;09:52:37;09.01.2018;09:30:00;09.01.2018;11:00:00;2242451;213162;Eingestellt;HFP neu eingelesen;;7;2;Kein Block;2;2;Technische Störung
C;01-9000-2-001-01;HNSA502/3;Depot 4, Steuerbereich 3 = Ausfall;A474;09.01.2018;11:33:42;09.01.2018;11:35:45;09.01.2018;13:00:00;2242460;213167;Eingestellt;Datensammler neu gestartet;;5;7;Unterbruch;2;2;Technische Störung
C;01-0340-2-001-01;W0043;Weiche 0043 Verschmutzt;A474;08.01.2018;07:08:25;05.01.2018;20:00:00;;00:00:00;2242342;213155;;;;7;5;Verschmutzt;2;6;Drittverschulden
C;1;;Weichenlicht W9743 schwarz;A474;05.01.2018;18:53:27;08.01.2018;06:46:22;08.01.2018;06:46:23;2242246;;;;;7;3;Von Hand gestellt;2;2;Technische Störung
C;01-0340-2-001-01;W1009;Weichenlicht Hirschengraben;A474;05.01.2018;13:23:15;05.01.2018;13:32:20;;00:00:00;2242222;213153;;;;7;2;Kein Block;2;2;Technische Störung
C;01-0340-2-001-01;W1009;Weiche 1009 Hgr-Wallgasse ist schwarz. O;A474;05.01.2018;10:22:24;05.01.2018;10:49:16;;00:00:00;2242216;213154;;;;7;2;Kein Block;2;2;Technische Störung
A;03-0101-022;;Mehrere  Stommasten umgekippt;A474;03.01.2018;11:20:33;03.01.2018;10:30:00;;00:00:00;2242082;213145;Weitere Aktionen;prov.;;5;1;beschädigt;2;5;Höhere Gewalt
C;01-0337-2-001-01;W2002;Weiche Unterführung macht Probleme;A474;03.01.2018;11:58:37;03.01.2018;12:14:19;;00:00:00;2242091;213144;;;;7;7;Unbekannter Fehler;2;2;Technische Störung
C;01-9000-2-001-01;HNSA502/3;SB 3 Datensammler;A474;03.01.2018;07:40:51;28.12.2017;07:00:00;28.12.2017;08:30:00;2242054;213135;;;;5;15;Ausserhalb Toleranz;2;2;Technische Störung
